Country Name,Country Code,Series Name,Series Code,2012 [YR2012]
Tajikistan,TJK,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.63118
Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,26.568
Tanzania,TZA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1655.63590850866
Tanzania,TZA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,80.75096
Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,29.493
Thailand,THA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,13736.222276954
Thailand,THA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,46.682
Timor-Leste,TMP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2039.73507491863
Timor-Leste,TMP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,30.832
Togo,TGO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1313.93678772896
Togo,TGO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,77.38237
Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,38.493
Tonga,TON,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,5127.11017584526
Tonga,TON,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.63281
Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,23.498
Trinidad and Tobago,TTO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,29085.7534451981
Trinidad and Tobago,TTO,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,8.795
Tunisia,TUN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,10609.0515955737
Tunisia,TUN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,66.274
Turkey,TUR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,18147.6020187857
Turkey,TUR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.3646
Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,71.834
Turkmenistan,TKM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,12460.057714046
Turkmenistan,TKM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,49.023
Turks and Caicos Islands,TCA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Turks and Caicos Islands,TCA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,91.09
Tuvalu,TUV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3488.6635737431
Tuvalu,TUV,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,56.815
Uganda,UGA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1334.13916983155
Uganda,UGA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,15.115
Ukraine,UKR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,8332.3231989736
Ukraine,UKR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,102.78248
Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,69.072
United Arab Emirates,ARE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,57044.5776548759
United Arab Emirates,ARE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,110.62501
United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,84.684
United Kingdom,GBR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,36617.2039727055
United Kingdom,GBR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,81.834
United States,USA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,50585.6609964862
United States,USA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.86642
United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,81.108
Uruguay,URY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,18230.269879393
Uruguay,URY,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,94.803
Uzbekistan,UZB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4704.52943466296
Uzbekistan,UZB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,36.182
Vanuatu,VUT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2902.23067442628
Vanuatu,VUT,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,25.2
"Venezuela, RB",VEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,17642.4482516942
"Venezuela, RB",VEN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.03973
"Venezuela, RB",VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,88.851
Vietnam,VNM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4912.32220596109
Vietnam,VNM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,101.23559
Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.668
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..
Virgin Islands (U.S.),VIR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,94.916
West Bank and Gaza,WBG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,4834.40491789323
West Bank and Gaza,WBG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,90.15915
West Bank and Gaza,WBG,Urban population (% of total),SP.URB.TOTL.IN.ZS,74.577
"Yemen, Rep.",YEM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3764.98835833029
"Yemen, Rep.",YEM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,69.82178
"Yemen, Rep.",YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,32.874
Zambia,ZMB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,3677.76718811813
Zambia,ZMB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,91.2957
Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,39.587
Zimbabwe,ZWE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1749.80705208175
Zimbabwe,ZWE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..
Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,32.834
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 01/30/2015,,,,
